campaign_id,campaign_name,date,target_audience,channel,impressions,clicks,conversions,spend,revenue_generated,roas,ETL_updated_ts,ETL_DATASOURCE_NAME,campaign_key
726641,New User Discount,2024-05-09,PREMIUM,SMS,2383,556,23,2624.59,7396.3,3.06,2025-10-06 22:10:07.986423,1,833161253
344028,Weekend Special,2024-05-09,ALL,SMS,7817,367,59,3066.1,4377.37,3.9,2025-10-06 22:10:07.986423,1,90641919
425851,Festival Offer,2024-05-09,ALL,SMS,8807,963,19,1372.58,2123.42,3.86,2025-10-06 22:10:07.986423,1,110821884
809949,Flash Sale,2024-05-09,PREMIUM,App,6005,401,98,3242.6,8134.15,3.8,2025-10-06 22:10:07.986423,1,1603168458
356614,Membership Drive,2024-05-09,NEW USERS,SMS,3142,155,21,3490.29,4287.76,3.69,2025-10-06 22:10:07.986423,1,816981365
391766,Category Promotion,2024-05-09,INACTIVE,Social Media,9308,296,91,3012.24,6660.58,1.51,2025-10-06 22:10:07.986423,1,574756819
657561,App Push Notification,2024-05-09,PREMIUM,Social Media,2429,183,37,2990.74,9491.19,2.82,2025-10-06 22:10:07.986423,1,1796379223
510224,Email Campaign,2024-05-09,ALL,Email,3470,387,44,2573.48,8936.86,3.97,2025-10-06 22:10:07.986423,1,176020547
23172,Referral Program,2024-05-09,INACTIVE,Email,4780,407,56,4593.9,5955.91,2.24,2025-10-06 22:10:07.986423,1,2005251720
752632,New User Discount,2024-05-08,ALL,Email,2039,945,47,1690.12,2253.98,2.81,2025-10-06 22:10:07.986423,1,1007969549
713740,Weekend Special,2024-05-08,ALL,App,2440,486,20,1385.38,6073.69,3.84,2025-10-06 22:10:07.986423,1,967830073
624296,Festival Offer,2024-05-08,PREMIUM,SMS,5556,698,74,3576.55,6908.13,3.76,2025-10-06 22:10:07.986423,1,1174487864
459051,Flash Sale,2024-05-08,PREMIUM,SMS,3156,516,92,1828.73,3397.56,2.47,2025-10-06 22:10:07.986423,1,1554252156
475354,Membership Drive,2024-05-08,INACTIVE,Email,1204,780,66,1048.49,6226.58,3.38,2025-10-06 22:10:07.986423,1,1247954273
200353,Category Promotion,2024-05-08,NEW USERS,Social Media,1546,523,61,4545.58,9823.07,2.11,2025-10-06 22:10:07.986423,1,2087223611
745023,App Push Notification,2024-05-08,NEW USERS,App,6919,474,88,3246.22,3097.33,3.75,2025-10-06 22:10:07.986423,1,532241256
937553,Email Campaign,2024-05-08,ALL,Email,5719,626,31,1298.75,2730.31,1.94,2025-10-06 22:10:07.986423,1,1061777426
333794,Referral Program,2024-05-08,INACTIVE,App,5819,565,50,1766.21,4372.36,3.59,2025-10-06 22:10:07.986423,1,1585103898
836685,New User Discount,2024-05-07,INACTIVE,Email,4705,541,58,1367.34,3902.0,2.66,2025-10-06 22:10:07.986423,1,481133742
250155,Weekend Special,2024-05-07,NEW USERS,App,7207,685,61,3068.68,5364.98,1.97,2025-10-06 22:10:07.986423,1,1205732295
489503,Festival Offer,2024-05-07,INACTIVE,App,6590,431,86,2450.5,5163.35,1.96,2025-10-06 22:10:07.986423,1,1997438270
695157,Flash Sale,2024-05-07,ALL,Email,6508,586,51,4083.1,9686.0,2.06,2025-10-06 22:10:07.986423,1,525284820
587224,Membership Drive,2024-05-07,PREMIUM,Email,9305,572,81,1290.72,3506.35,2.41,2025-10-06 22:10:07.986423,1,1773997797
77524,Category Promotion,2024-05-07,INACTIVE,App,6654,453,94,2484.5,3835.14,2.32,2025-10-06 22:10:07.986423,1,2080648664
740172,App Push Notification,2024-05-07,ALL,SMS,9543,748,21,4855.95,3226.27,2.24,2025-10-06 22:10:07.986423,1,2095366939
99102,Email Campaign,2024-05-07,NEW USERS,App,2291,464,63,3622.89,3242.82,1.94,2025-10-06 22:10:07.986423,1,2092660390
285480,Referral Program,2024-05-07,PREMIUM,SMS,9181,467,58,1191.65,3256.6,2.94,2025-10-06 22:10:07.986423,1,265188062
17745,New User Discount,2024-05-06,PREMIUM,Email,7898,1000,95,4112.95,6845.6,3.14,2025-10-06 22:10:07.986423,1,2135914780
648081,Weekend Special,2024-05-06,ALL,SMS,6287,369,72,4312.12,7722.03,2.06,2025-10-06 22:10:07.986423,1,2108964066
49074,Festival Offer,2024-05-06,PREMIUM,App,2765,104,31,3793.29,6954.05,3.72,2025-10-06 22:10:07.986423,1,477376077
432381,Flash Sale,2024-05-06,PREMIUM,Social Media,7640,151,18,1904.3,9054.74,1.83,2025-10-06 22:10:07.986423,1,38927548
673868,Membership Drive,2024-05-06,INACTIVE,App,6320,237,96,1971.0,7683.01,2.49,2025-10-06 22:10:07.986423,1,1856227488
832240,Category Promotion,2024-05-06,PREMIUM,App,8598,670,32,3103.54,3798.91,3.67,2025-10-06 22:10:07.986423,1,966625280
967603,App Push Notification,2024-05-06,ALL,Social Media,2349,973,94,2366.16,9187.75,3.61,2025-10-06 22:10:07.986423,1,1013371935
519439,Email Campaign,2024-05-06,INACTIVE,Social Media,2883,544,100,4013.81,7227.33,3.67,2025-10-06 22:10:07.986423,1,1341014606
42773,Referral Program,2024-05-06,ALL,Social Media,5068,235,41,3758.25,8305.39,2.66,2025-10-06 22:10:07.986423,1,1177915830
641016,New User Discount,2024-05-05,PREMIUM,Email,4000,874,47,2933.53,8801.33,2.42,2025-10-06 22:10:07.986423,1,1467380129
289721,Weekend Special,2024-05-05,INACTIVE,Social Media,3153,181,35,1781.14,3313.47,3.31,2025-10-06 22:10:07.986423,1,37897328
673107,Festival Offer,2024-05-05,PREMIUM,Email,5916,708,91,4405.48,9774.33,3.08,2025-10-06 22:10:07.986423,1,227742745
873144,Flash Sale,2024-05-05,INACTIVE,Social Media,2564,390,62,2129.83,6759.51,2.19,2025-10-06 22:10:07.986423,1,1793835375
709736,Membership Drive,2024-05-05,ALL,Email,9470,924,10,2377.14,2214.91,3.25,2025-10-06 22:10:07.986423,1,18175716
332518,Category Promotion,2024-05-05,NEW USERS,App,8743,536,18,3808.7,7359.54,1.68,2025-10-06 22:10:07.986423,1,1603569594
950610,App Push Notification,2024-05-05,ALL,SMS,3566,285,73,2932.0,3002.92,3.71,2025-10-06 22:10:07.986423,1,120682491
536747,Email Campaign,2024-05-05,ALL,Email,5634,388,13,4396.36,3780.21,2.86,2025-10-06 22:10:07.986423,1,1337070131
88083,Referral Program,2024-05-05,ALL,SMS,4270,745,13,4930.79,5009.44,2.54,2025-10-06 22:10:07.986423,1,40487146
867821,New User Discount,2024-05-04,ALL,Email,2186,688,29,4677.36,4763.96,1.85,2025-10-06 22:10:07.986423,1,2110336662
792848,Weekend Special,2024-05-04,ALL,Social Media,2196,772,75,2026.36,8056.64,2.37,2025-10-06 22:10:07.986423,1,1357939373
885029,Festival Offer,2024-05-04,ALL,SMS,1663,672,30,2106.78,2349.74,2.85,2025-10-06 22:10:07.986423,1,1706137898
982853,Flash Sale,2024-05-04,NEW USERS,Social Media,7904,279,79,4233.7,2297.14,3.74,2025-10-06 22:10:07.986423,1,812780531
60066,Membership Drive,2024-05-04,NEW USERS,SMS,5712,944,34,2190.42,3599.22,2.63,2025-10-06 22:10:07.986423,1,50606801
867731,Category Promotion,2024-05-04,NEW USERS,Email,7974,790,99,1208.07,4094.01,3.86,2025-10-06 22:10:07.986423,1,644993455
109552,App Push Notification,2024-05-04,INACTIVE,SMS,2653,905,53,2109.34,9851.67,1.7,2025-10-06 22:10:07.986423,1,1015100407
332189,Email Campaign,2024-05-04,NEW USERS,App,4344,857,86,2154.5,7312.28,1.76,2025-10-06 22:10:07.986423,1,821108444
645061,Referral Program,2024-05-04,INACTIVE,App,4733,453,26,1682.03,9614.03,2.99,2025-10-06 22:10:07.986423,1,306112514
710929,New User Discount,2024-05-03,INACTIVE,App,3713,921,98,4677.57,5273.95,2.29,2025-10-06 22:10:07.986423,1,615299467
621330,Weekend Special,2024-05-03,PREMIUM,SMS,7703,967,44,1439.61,4310.91,3.5,2025-10-06 22:10:07.986423,1,1694500347
397113,Festival Offer,2024-05-03,PREMIUM,SMS,4601,232,29,4184.08,3620.19,3.94,2025-10-06 22:10:07.986423,1,1116833679
637332,Flash Sale,2024-05-03,INACTIVE,SMS,3622,859,67,3733.88,8295.8,3.0,2025-10-06 22:10:07.986423,1,1358866621
777061,Membership Drive,2024-05-03,ALL,Social Media,6795,524,61,2343.29,2332.14,1.75,2025-10-06 22:10:07.986423,1,1960211729
530489,Category Promotion,2024-05-03,PREMIUM,Social Media,6630,171,77,4692.49,4003.21,2.91,2025-10-06 22:10:07.986423,1,1898435413
64362,App Push Notification,2024-05-03,ALL,App,5559,276,58,4143.46,6518.69,3.92,2025-10-06 22:10:07.986423,1,1855379282
240599,Email Campaign,2024-05-03,ALL,App,6881,523,88,4412.3,9164.4,3.02,2025-10-06 22:10:07.986423,1,277592100
138074,Referral Program,2024-05-03,PREMIUM,Email,4332,600,46,1225.59,3413.9,2.0,2025-10-06 22:10:07.986423,1,1892526656
395882,New User Discount,2024-05-02,INACTIVE,App,5448,481,56,4829.0,9925.57,3.74,2025-10-06 22:10:07.986423,1,1080966036
167452,Weekend Special,2024-05-02,ALL,Email,2790,301,20,2553.75,6047.59,3.18,2025-10-06 22:10:07.986423,1,1057579601
576154,Festival Offer,2024-05-02,INACTIVE,Email,2521,214,65,3102.32,3626.8,1.81,2025-10-06 22:10:07.986423,1,349321733
507734,Flash Sale,2024-05-02,INACTIVE,Email,4140,462,48,2292.37,3003.05,2.68,2025-10-06 22:10:07.986423,1,2120127581
967889,Membership Drive,2024-05-02,NEW USERS,App,7122,430,68,4670.71,2192.18,3.34,2025-10-06 22:10:07.986423,1,1860555968
306936,Category Promotion,2024-05-02,ALL,SMS,8559,568,34,2477.91,9712.97,1.57,2025-10-06 22:10:07.986423,1,459201445
55823,App Push Notification,2024-05-02,PREMIUM,Email,9047,817,57,1084.64,9928.87,2.22,2025-10-06 22:10:07.986423,1,945034917
266273,Email Campaign,2024-05-02,PREMIUM,SMS,4306,883,36,3256.59,2954.32,3.81,2025-10-06 22:10:07.986423,1,1733860382
479664,Referral Program,2024-05-02,ALL,Social Media,5145,841,84,3655.35,6967.58,2.54,2025-10-06 22:10:07.986423,1,1356660253
400126,New User Discount,2024-05-01,NEW USERS,App,8142,399,33,4227.27,3449.14,2.3,2025-10-06 22:10:07.986423,1,337628953
933345,Weekend Special,2024-05-01,INACTIVE,SMS,2182,940,20,3262.98,5655.72,2.1,2025-10-06 22:10:07.986423,1,1917851779
586093,Festival Offer,2024-05-01,NEW USERS,App,7260,722,25,3191.74,3663.54,2.97,2025-10-06 22:10:07.986423,1,1292657203
967854,Flash Sale,2024-05-01,NEW USERS,Email,7685,709,60,4888.37,2157.85,2.21,2025-10-06 22:10:07.986423,1,299154638
680773,Membership Drive,2024-05-01,NEW USERS,SMS,4077,156,28,4215.31,8802.75,2.73,2025-10-06 22:10:07.986423,1,591087725
51357,Category Promotion,2024-05-01,ALL,Email,2017,921,19,2454.62,2987.01,2.5,2025-10-06 22:10:07.986423,1,1427655183
576805,App Push Notification,2024-05-01,INACTIVE,SMS,2965,268,85,1216.59,2030.94,3.09,2025-10-06 22:10:07.986423,1,1885079698
557719,Email Campaign,2024-05-01,ALL,Social Media,5123,532,36,4442.26,3539.8,2.39,2025-10-06 22:10:07.986423,1,1676322429
740664,Referral Program,2024-05-01,NEW USERS,App,3710,425,34,4547.69,2635.02,3.5,2025-10-06 22:10:07.986423,1,1915355309
576271,New User Discount,2024-04-30,PREMIUM,Email,6379,670,81,3853.97,8603.64,3.34,2025-10-06 22:10:07.986423,1,249461993
417147,Weekend Special,2024-04-30,INACTIVE,Email,2808,176,45,4139.19,2173.3,2.33,2025-10-06 22:10:07.986423,1,401213723
862116,Festival Offer,2024-04-30,ALL,Email,1277,951,44,3783.83,7756.57,1.92,2025-10-06 22:10:07.986423,1,1307192267
309247,Flash Sale,2024-04-30,INACTIVE,App,5947,362,33,2061.57,6748.64,3.68,2025-10-06 22:10:07.986423,1,2122871778
738391,Membership Drive,2024-04-30,INACTIVE,SMS,2764,662,25,1978.51,7094.7,3.04,2025-10-06 22:10:07.986423,1,148956922
282850,Category Promotion,2024-04-30,PREMIUM,SMS,6750,431,85,3242.3,4771.73,2.07,2025-10-06 22:10:07.986423,1,1790060660
421723,App Push Notification,2024-04-30,INACTIVE,Email,5537,697,76,4286.01,2134.64,2.23,2025-10-06 22:10:07.986423,1,987354383
146669,Email Campaign,2024-04-30,ALL,App,6204,743,46,1712.03,3625.3,3.33,2025-10-06 22:10:07.986423,1,257865663
522202,Referral Program,2024-04-30,ALL,Email,2290,715,76,3431.33,9891.28,3.57,2025-10-06 22:10:07.986423,1,1800100922
174414,New User Discount,2024-04-29,ALL,Social Media,2991,426,80,1600.34,2589.69,2.7,2025-10-06 22:10:07.986423,1,1910304952
631708,Weekend Special,2024-04-29,ALL,Social Media,2359,753,55,3990.72,2839.09,2.8,2025-10-06 22:10:07.986423,1,1755275547
785360,Festival Offer,2024-04-29,NEW USERS,App,2945,670,21,1701.86,6398.28,3.98,2025-10-06 22:10:07.986423,1,727035687
953303,Flash Sale,2024-04-29,INACTIVE,Social Media,1576,838,18,4039.49,4204.84,2.1,2025-10-06 22:10:07.986423,1,266095778
440723,Membership Drive,2024-04-29,NEW USERS,SMS,9351,752,69,3405.99,4121.16,3.99,2025-10-06 22:10:07.986423,1,1193831640
598149,Category Promotion,2024-04-29,PREMIUM,Email,2882,170,45,1754.14,4294.09,1.93,2025-10-06 22:10:07.986423,1,85085481
547717,App Push Notification,2024-04-29,PREMIUM,Social Media,7162,968,32,3082.67,3364.09,3.47,2025-10-06 22:10:07.986423,1,1656881452
745105,Email Campaign,2024-04-29,NEW USERS,Email,6602,666,73,3269.02,4724.26,3.25,2025-10-06 22:10:07.986423,1,97819313
910471,Referral Program,2024-04-29,PREMIUM,App,9131,887,70,2941.51,5744.38,2.52,2025-10-06 22:10:07.986423,1,262341377
999683,New User Discount,2024-04-28,ALL,App,9867,690,27,2386.45,4623.96,2.79,2025-10-06 22:10:07.986423,1,1578861244
104811,Weekend Special,2024-04-28,INACTIVE,SMS,8639,718,24,4387.39,5292.53,2.84,2025-10-06 22:10:07.986423,1,796770009
585110,Festival Offer,2024-04-28,ALL,App,1329,343,90,1361.1,5076.93,3.67,2025-10-06 22:10:07.986423,1,2032778878
314259,Flash Sale,2024-04-28,PREMIUM,App,4176,230,47,2515.35,5267.94,3.37,2025-10-06 22:10:07.986423,1,2096076761
387534,Membership Drive,2024-04-28,ALL,App,5545,192,47,2287.97,5424.81,1.56,2025-10-06 22:10:07.986423,1,189939836
54305,Category Promotion,2024-04-28,PREMIUM,Social Media,1319,967,46,2704.68,3320.39,2.56,2025-10-06 22:10:07.986423,1,1548225499
128692,App Push Notification,2024-04-28,ALL,SMS,5521,449,25,3762.9,3844.97,3.98,2025-10-06 22:10:07.986423,1,665358417
626312,Email Campaign,2024-04-28,INACTIVE,Social Media,3931,691,34,3362.64,4540.16,3.32,2025-10-06 22:10:07.986423,1,1310015266
791839,Referral Program,2024-04-28,NEW USERS,Email,4602,579,64,2120.95,3253.72,2.96,2025-10-06 22:10:07.986423,1,1674089724
299494,New User Discount,2024-04-27,PREMIUM,Email,2136,576,15,3653.29,3135.41,3.23,2025-10-06 22:10:07.986423,1,86190410
523855,Weekend Special,2024-04-27,ALL,Email,2035,799,49,4969.57,8494.26,2.58,2025-10-06 22:10:07.986423,1,1620047526
988951,Festival Offer,2024-04-27,ALL,Email,6499,915,32,2694.79,7183.66,3.64,2025-10-06 22:10:07.986423,1,688331466
25586,Flash Sale,2024-04-27,INACTIVE,App,1213,936,17,4561.49,7794.53,2.92,2025-10-06 22:10:07.986423,1,1364278903
536328,Membership Drive,2024-04-27,INACTIVE,Social Media,9231,400,82,4567.94,9622.12,2.91,2025-10-06 22:10:07.986423,1,765684243
141194,Category Promotion,2024-04-27,INACTIVE,Email,4433,240,98,2962.64,2056.62,2.16,2025-10-06 22:10:07.986423,1,76435715
524798,App Push Notification,2024-04-27,INACTIVE,Email,9949,716,32,1419.18,7935.94,3.18,2025-10-06 22:10:07.986423,1,792280016
209190,Email Campaign,2024-04-27,NEW USERS,Social Media,3198,796,77,2148.08,6097.88,2.91,2025-10-06 22:10:07.986423,1,1144983723
695652,Referral Program,2024-04-27,INACTIVE,SMS,7745,193,48,4453.89,9142.1,2.03,2025-10-06 22:10:07.986423,1,1859942477
195538,New User Discount,2024-04-26,PREMIUM,App,5285,357,46,1904.93,4379.56,2.55,2025-10-06 22:10:07.986423,1,402485124
109153,Weekend Special,2024-04-26,NEW USERS,Social Media,9827,195,91,1545.18,9459.01,3.92,2025-10-06 22:10:07.986423,1,759276472
906499,Festival Offer,2024-04-26,INACTIVE,App,7352,695,70,1938.09,2009.07,2.7,2025-10-06 22:10:07.986423,1,1433151351
464790,Flash Sale,2024-04-26,ALL,SMS,1293,256,67,3884.89,9946.6,3.3,2025-10-06 22:10:07.986423,1,1899239366
210315,Membership Drive,2024-04-26,PREMIUM,App,9104,356,72,1704.88,3964.45,2.67,2025-10-06 22:10:07.986423,1,1912343011
755032,Category Promotion,2024-04-26,ALL,Social Media,1669,291,75,2509.9,5951.57,3.03,2025-10-06 22:10:07.986423,1,334386011
739866,App Push Notification,2024-04-26,PREMIUM,SMS,9578,926,75,2591.9,5337.7,3.84,2025-10-06 22:10:07.986423,1,1061818025
581482,Email Campaign,2024-04-26,NEW USERS,SMS,3965,463,79,2730.34,6282.89,3.12,2025-10-06 22:10:07.986423,1,1116774339
270063,Referral Program,2024-04-26,INACTIVE,Social Media,7143,937,28,4386.68,5935.49,2.86,2025-10-06 22:10:07.986423,1,1399676826
613714,New User Discount,2024-04-25,PREMIUM,SMS,7897,108,51,4358.06,4297.98,3.25,2025-10-06 22:10:07.986423,1,813427814
362939,Weekend Special,2024-04-25,NEW USERS,App,9982,889,14,1133.34,9160.54,2.9,2025-10-06 22:10:07.986423,1,1501880305
851624,Festival Offer,2024-04-25,ALL,App,7800,696,71,3207.71,5792.97,2.08,2025-10-06 22:10:07.986423,1,1534133217
95641,Flash Sale,2024-04-25,ALL,App,5483,935,35,1205.57,4051.59,1.68,2025-10-06 22:10:07.986423,1,481530671
809776,Membership Drive,2024-04-25,PREMIUM,Email,3371,561,23,3007.85,7155.07,1.54,2025-10-06 22:10:07.986423,1,1759337076
785334,Category Promotion,2024-04-25,NEW USERS,Email,8640,820,32,2411.16,9706.69,3.64,2025-10-06 22:10:07.986423,1,1847636050
7705,App Push Notification,2024-04-25,PREMIUM,SMS,8726,504,56,2248.38,3033.39,1.87,2025-10-06 22:10:07.986423,1,1857997367
450969,Email Campaign,2024-04-25,INACTIVE,Email,1083,329,30,1365.32,5193.67,2.91,2025-10-06 22:10:07.986423,1,450544242
206025,Referral Program,2024-04-25,NEW USERS,App,8808,719,77,2020.59,8455.88,2.57,2025-10-06 22:10:07.986423,1,1439472778
155153,New User Discount,2024-04-24,NEW USERS,Social Media,7616,904,34,4997.55,2220.57,3.82,2025-10-06 22:10:07.986423,1,220428298
192818,Weekend Special,2024-04-24,ALL,Social Media,1263,204,45,2886.58,3010.34,3.4,2025-10-06 22:10:07.986423,1,381354207
996450,Festival Offer,2024-04-24,ALL,Social Media,5619,789,32,4110.78,4045.17,1.65,2025-10-06 22:10:07.986423,1,258194279
145107,Flash Sale,2024-04-24,INACTIVE,Email,5591,118,54,4438.04,2320.89,1.58,2025-10-06 22:10:07.986423,1,502595473
359337,Membership Drive,2024-04-24,NEW USERS,Email,5187,609,42,1394.82,7812.67,3.73,2025-10-06 22:10:07.986423,1,2024360282
355742,Category Promotion,2024-04-24,PREMIUM,SMS,9494,174,79,4096.65,5262.99,1.94,2025-10-06 22:10:07.986423,1,1783556197
273880,App Push Notification,2024-04-24,PREMIUM,Email,7276,865,25,1085.78,3128.73,3.76,2025-10-06 22:10:07.986423,1,991164472
505252,Email Campaign,2024-04-24,INACTIVE,Social Media,6813,911,54,3981.42,3483.49,2.53,2025-10-06 22:10:07.986423,1,1427484967
913397,Referral Program,2024-04-24,ALL,SMS,5054,271,46,3860.49,5079.09,1.5,2025-10-06 22:10:07.986423,1,569755779
485822,New User Discount,2024-04-23,ALL,Email,3056,418,20,1141.03,5844.08,2.04,2025-10-06 22:10:07.986423,1,461125820
362667,Weekend Special,2024-04-23,NEW USERS,SMS,5651,575,83,2640.38,4112.44,2.54,2025-10-06 22:10:07.986423,1,995132031
948031,Festival Offer,2024-04-23,INACTIVE,SMS,7348,450,62,2338.22,2677.35,2.94,2025-10-06 22:10:07.986423,1,1601105669
506171,Flash Sale,2024-04-23,INACTIVE,Social Media,7202,649,76,1693.78,8798.24,2.96,2025-10-06 22:10:07.986423,1,113965401
461382,Membership Drive,2024-04-23,PREMIUM,Social Media,4577,189,94,4650.11,6711.99,2.2,2025-10-06 22:10:07.986423,1,83129154
78977,Category Promotion,2024-04-23,ALL,Social Media,2012,134,66,3816.32,3377.54,3.35,2025-10-06 22:10:07.986423,1,1259100579
295825,App Push Notification,2024-04-23,NEW USERS,Social Media,3964,152,53,3177.05,9479.93,2.78,2025-10-06 22:10:07.986423,1,1457916360
261232,Email Campaign,2024-04-23,ALL,SMS,4905,873,31,1779.18,9278.28,1.94,2025-10-06 22:10:07.986423,1,1269182465
729173,Referral Program,2024-04-23,PREMIUM,SMS,1097,641,50,1825.16,8366.95,3.52,2025-10-06 22:10:07.986423,1,1512576603
410617,New User Discount,2024-04-22,ALL,App,1405,705,29,4776.95,3776.58,3.37,2025-10-06 22:10:07.986423,1,844922353
772322,Weekend Special,2024-04-22,NEW USERS,Social Media,8377,415,63,1927.78,6380.8,3.84,2025-10-06 22:10:07.986423,1,637783751
391738,Festival Offer,2024-04-22,ALL,SMS,7949,267,24,1712.81,3324.72,3.62,2025-10-06 22:10:07.986423,1,165751937
348825,Flash Sale,2024-04-22,ALL,Email,9601,383,40,1717.05,3936.95,3.49,2025-10-06 22:10:07.986423,1,204476499
474151,Membership Drive,2024-04-22,ALL,Social Media,9824,901,18,2241.4,7013.97,1.98,2025-10-06 22:10:07.986423,1,792871654
742464,Category Promotion,2024-04-22,NEW USERS,App,6464,604,82,3711.89,8032.84,2.53,2025-10-06 22:10:07.986423,1,635911851
165997,App Push Notification,2024-04-22,PREMIUM,App,8725,540,59,4920.08,3229.58,2.8,2025-10-06 22:10:07.986423,1,844499282
695850,Email Campaign,2024-04-22,PREMIUM,SMS,9580,911,48,4621.81,4166.76,2.71,2025-10-06 22:10:07.986423,1,764175752
338999,Referral Program,2024-04-22,PREMIUM,SMS,3733,463,36,1661.24,4129.94,1.65,2025-10-06 22:10:07.986423,1,739881026
128751,New User Discount,2024-04-21,ALL,SMS,7065,641,89,4170.42,5416.33,2.06,2025-10-06 22:10:07.986423,1,536673285
350721,Weekend Special,2024-04-21,ALL,Email,9752,159,25,1635.95,6564.98,3.59,2025-10-06 22:10:07.986423,1,505115810
947165,Festival Offer,2024-04-21,PREMIUM,Social Media,3566,604,36,2225.29,8515.17,2.73,2025-10-06 22:10:07.986423,1,2096193904
914178,Flash Sale,2024-04-21,NEW USERS,Email,5034,176,39,4869.02,2472.44,3.8,2025-10-06 22:10:07.986423,1,319120253
928278,Membership Drive,2024-04-21,NEW USERS,SMS,1644,311,34,2973.73,5955.16,2.43,2025-10-06 22:10:07.986423,1,757041960
196569,Category Promotion,2024-04-21,PREMIUM,SMS,4686,868,82,2732.5,4297.1,1.67,2025-10-06 22:10:07.986423,1,1517926960
676429,App Push Notification,2024-04-21,NEW USERS,App,6308,302,67,2253.58,5178.12,3.8,2025-10-06 22:10:07.986423,1,510283507
459974,Email Campaign,2024-04-21,INACTIVE,App,3660,771,29,3543.53,3912.56,3.02,2025-10-06 22:10:07.986423,1,1373139025
917074,Referral Program,2024-04-21,ALL,Email,1607,168,40,3750.79,6904.27,2.79,2025-10-06 22:10:07.986423,1,325139314
574033,New User Discount,2024-04-20,INACTIVE,Social Media,7382,242,69,4197.23,2007.02,3.17,2025-10-06 22:10:07.986423,1,3372918
911703,Weekend Special,2024-04-20,NEW USERS,Social Media,8408,658,61,4201.03,8428.51,1.95,2025-10-06 22:10:07.986423,1,1883929497
2793,Festival Offer,2024-04-20,ALL,Social Media,5617,410,72,3287.67,9873.5,2.3,2025-10-06 22:10:07.986423,1,1761082490
931901,Flash Sale,2024-04-20,NEW USERS,SMS,5502,266,71,4818.39,2252.0,1.57,2025-10-06 22:10:07.986423,1,998258722
639047,Membership Drive,2024-04-20,ALL,App,8930,466,43,4274.4,8473.7,3.84,2025-10-06 22:10:07.986423,1,1177176598
488877,Category Promotion,2024-04-20,NEW USERS,SMS,7456,249,83,1989.67,4492.69,2.93,2025-10-06 22:10:07.986423,1,1789712895
341092,App Push Notification,2024-04-20,PREMIUM,App,2650,703,80,4798.71,5767.89,1.68,2025-10-06 22:10:07.986423,1,1320250918
472731,Email Campaign,2024-04-20,PREMIUM,App,1297,538,70,4118.8,6117.89,2.65,2025-10-06 22:10:07.986423,1,1552620116
537972,Referral Program,2024-04-20,INACTIVE,Email,5560,816,79,3484.35,7811.52,2.02,2025-10-06 22:10:07.986423,1,1253995840
963788,New User Discount,2024-04-19,NEW USERS,SMS,2157,193,53,3195.16,2635.49,2.65,2025-10-06 22:10:07.986423,1,1119372813
872057,Weekend Special,2024-04-19,INACTIVE,Social Media,8776,830,56,3550.26,2814.38,3.93,2025-10-06 22:10:07.986423,1,1291814084
692733,Festival Offer,2024-04-19,NEW USERS,App,1070,743,38,1747.31,6837.64,2.39,2025-10-06 22:10:07.986423,1,1800175649
849257,Flash Sale,2024-04-19,INACTIVE,App,3679,663,93,3039.83,2069.32,3.87,2025-10-06 22:10:07.986423,1,512122277
947666,Membership Drive,2024-04-19,PREMIUM,SMS,1944,259,56,2143.73,7308.57,2.38,2025-10-06 22:10:07.986423,1,1625922598
281411,Category Promotion,2024-04-19,PREMIUM,Social Media,7086,264,84,2394.64,2646.76,3.76,2025-10-06 22:10:07.986423,1,1881931427
499174,App Push Notification,2024-04-19,PREMIUM,Email,7361,629,95,2327.28,7119.06,3.03,2025-10-06 22:10:07.986423,1,1466664119
125913,Email Campaign,2024-04-19,ALL,SMS,3154,485,90,1180.27,5645.51,3.29,2025-10-06 22:10:07.986423,1,964826398
458083,Referral Program,2024-04-19,PREMIUM,Social Media,5168,298,13,1762.77,4785.67,3.32,2025-10-06 22:10:07.986423,1,1036533174
610621,New User Discount,2024-04-18,PREMIUM,Email,5109,762,44,3233.06,5854.56,2.84,2025-10-06 22:10:07.986423,1,67313241
538435,Weekend Special,2024-04-18,ALL,App,1998,425,25,4237.44,9893.98,3.78,2025-10-06 22:10:07.986423,1,1955715219
54300,Festival Offer,2024-04-18,PREMIUM,SMS,6453,576,34,1773.13,2714.8,2.24,2025-10-06 22:10:07.986423,1,1612963954
336758,Flash Sale,2024-04-18,ALL,App,2347,318,21,2564.6,2262.19,3.76,2025-10-06 22:10:07.986423,1,945621664
699873,Membership Drive,2024-04-18,NEW USERS,SMS,1795,261,42,3699.09,2292.58,3.34,2025-10-06 22:10:07.986423,1,1622256097
179095,Category Promotion,2024-04-18,INACTIVE,App,2118,138,75,2907.29,3537.4,2.3,2025-10-06 22:10:07.986423,1,1319499394
170727,App Push Notification,2024-04-18,ALL,App,5875,536,79,3839.61,9104.3,2.2,2025-10-06 22:10:07.986423,1,1390047051
640006,Email Campaign,2024-04-18,INACTIVE,Email,1684,487,46,3772.34,6487.5,3.53,2025-10-06 22:10:07.986423,1,800119389
609856,Referral Program,2024-04-18,PREMIUM,SMS,1885,313,86,4200.98,7616.73,2.3,2025-10-06 22:10:07.986423,1,1572237402
907380,New User Discount,2024-04-17,PREMIUM,App,6029,981,45,1841.5,2434.98,3.33,2025-10-06 22:10:07.986423,1,922456301
