feedback_id,order_id,customer_id,rating,feedback_text,feedback_category,sentiment,feedback_date,ETL_updated_ts,ETL_DATASOURCE_NAME,feedback_key,order_key,customer_key
5415775,8758992688,11616535,5,Items were in perfect condition,APP EXPERIENCE,POSITIVE,2024-06-22,2025-10-06 22:12:55.118006,1,707209538,394772528,390859609
2249681,6965716176,12851610,4,Nothing to complain about but nothing exceptional,PRODUCT QUALITY,NEUTRAL,2023-04-13,2025-10-06 22:12:55.118006,1,1419761064,227148425,1191530288
884092,5527742274,57956497,3,Delivery was fine but the product could be better,DELIVERY,NEUTRAL,2023-12-16,2025-10-06 22:12:55.118006,1,709118957,1852000511,853396749
2669997,826610039,29431960,3,It was okay nothing special,PRODUCT QUALITY,NEUTRAL,2023-08-17,2025-10-06 22:12:55.118006,1,1297346461,885461087,181105496
6147300,3303891913,84361534,3,Average experience could improve,APP EXPERIENCE,NEUTRAL,2024-01-15,2025-10-06 22:12:55.118006,1,242296598,184731752,1438646618
1133033,2489292878,59240916,3,Average experience could improve,DELIVERY,NEUTRAL,2023-10-01,2025-10-06 22:12:55.118006,1,1993493694,623589277,406269558
6280990,8589851630,5386246,4,Nothing to complain about but nothing exceptional,APP EXPERIENCE,NEUTRAL,2024-05-28,2025-10-06 22:12:55.118006,1,1620880265,426417169,2028896976
6220409,4598897781,77625089,4,Nothing to complain about but nothing exceptional,CUSTOMER SERVICE,NEUTRAL,2023-07-12,2025-10-06 22:12:55.118006,1,1610295089,1345306108,548091459
1362938,6932356214,58942207,3,Product was damaged during delivery,CUSTOMER SERVICE,NEGATIVE,2023-04-04,2025-10-06 22:12:55.118006,1,1040987201,1516741049,475934143
6479101,3499004322,70363568,3,Nothing to complain about but nothing exceptional,DELIVERY,NEUTRAL,2023-05-04,2025-10-06 22:12:55.118006,1,127833644,102887734,410486532
7009664,7517620171,25128143,3,Average experience could improve,CUSTOMER SERVICE,NEUTRAL,2023-04-16,2025-10-06 22:12:55.118006,1,1710323885,1275589389,540907647
7539811,172987148,71607166,3,Taste was not as expected,PRODUCT QUALITY,NEGATIVE,2024-11-03,2025-10-06 22:12:55.118006,1,384216072,1946867217,1581417102
2158528,8347207794,34853377,4,It was okay nothing special,CUSTOMER SERVICE,NEUTRAL,2024-08-17,2025-10-06 22:12:55.118006,1,1261628210,1322012810,649129032
9276057,9472355181,81462774,4,Overall good experience thank you,CUSTOMER SERVICE,POSITIVE,2024-01-23,2025-10-06 22:12:55.118006,1,354062580,2147154956,1874127494
5624036,1315064289,74735607,4,Nothing to complain about but nothing exceptional,PRODUCT QUALITY,NEUTRAL,2024-07-27,2025-10-06 22:12:55.118006,1,951953798,789944061,1693127430
311559,9371869941,53076417,3,Product was damaged during delivery,CUSTOMER SERVICE,NEGATIVE,2023-10-12,2025-10-06 22:12:55.118006,1,531881018,813272584,2004438527
4017146,5184568404,93507573,2,Delivery was late and I was unhappy,CUSTOMER SERVICE,NEGATIVE,2024-03-27,2025-10-06 22:12:55.118006,1,936031844,1877103293,240492842
3065772,5891002534,41494517,3,I had a bad experience,CUSTOMER SERVICE,NEGATIVE,2023-09-29,2025-10-06 22:12:55.118006,1,75442640,1231404053,2054212429
5629046,1479730711,90647204,4,Average experience could improve,PRODUCT QUALITY,NEUTRAL,2024-09-02,2025-10-06 22:12:55.118006,1,857400936,1508536244,1776020828
8946499,7651037338,31576845,4,Nothing to complain about but nothing exceptional,APP EXPERIENCE,NEUTRAL,2023-11-21,2025-10-06 22:12:55.118006,1,1295906189,1223905479,1219116351
5974536,8763754537,97873848,3,Nothing to complain about but nothing exceptional,CUSTOMER SERVICE,NEUTRAL,2024-10-07,2025-10-06 22:12:55.118006,1,1516395803,1306149617,1012062410
2970671,7683813608,99707100,3,Average experience could improve,DELIVERY,NEUTRAL,2023-06-06,2025-10-06 22:12:55.118006,1,821389564,1362772300,1228459570
8603661,6722955128,8351747,4,Will definitely order again,DELIVERY,POSITIVE,2023-03-19,2025-10-06 22:12:55.118006,1,897388726,354819609,992110321
2821634,8259274680,60379302,5,Excellent quality will buy again,APP EXPERIENCE,POSITIVE,2023-04-11,2025-10-06 22:12:55.118006,1,685032701,92405437,1405756762
1458528,4620484274,58111297,3,Average experience could improve,CUSTOMER SERVICE,NEUTRAL,2024-09-10,2025-10-06 22:12:55.118006,1,93098234,498526523,1040705084
7108665,8260569466,59323931,4,The product met my expectations,CUSTOMER SERVICE,NEUTRAL,2023-12-15,2025-10-06 22:12:55.118006,1,238149994,1286719331,1337136436
1780260,8498916204,47625855,3,The packaging was poor,PRODUCT QUALITY,NEGATIVE,2024-03-22,2025-10-06 22:12:55.118006,1,63319920,490129275,343913068
8972017,3209538967,41874489,3,Delivery was fine but the product could be better,APP EXPERIENCE,NEUTRAL,2024-05-07,2025-10-06 22:12:55.118006,1,1800862539,1737830192,1792858849
2696658,2570640420,10418604,2,Items were missing from my order,PRODUCT QUALITY,NEGATIVE,2023-04-28,2025-10-06 22:12:55.118006,1,1115680232,870398555,106297569
7209690,2066843639,69516494,3,Taste was not as expected,PRODUCT QUALITY,NEGATIVE,2024-05-25,2025-10-06 22:12:55.118006,1,198284915,2103656492,246093210
620534,7402125753,12500465,5,Good selection of products,DELIVERY,POSITIVE,2023-11-01,2025-10-06 22:12:55.118006,1,1435117569,955855195,2039492775
5723757,9171089443,46185579,1,Product was damaged during delivery,CUSTOMER SERVICE,NEGATIVE,2024-09-10,2025-10-06 22:12:55.118006,1,1102854617,1113410776,689147273
4764529,3272079644,51592174,1,Items were missing from my order,PRODUCT QUALITY,NEGATIVE,2023-06-06,2025-10-06 22:12:55.118006,1,18279742,327845385,1966021860
2328761,438111050,74174956,3,Nothing to complain about but nothing exceptional,APP EXPERIENCE,NEUTRAL,2024-05-03,2025-10-06 22:12:55.118006,1,1055502982,1999929212,302564304
7125541,7416160835,29324437,3,It was okay nothing special,APP EXPERIENCE,NEUTRAL,2023-04-30,2025-10-06 22:12:55.118006,1,428454969,1865873760,1429634598
6647694,4075074492,12778027,4,Delivery was fine but the product could be better,APP EXPERIENCE,NEUTRAL,2023-12-13,2025-10-06 22:12:55.118006,1,1510614746,1169704118,380480815
3834361,5536024334,15661674,3,The product met my expectations,CUSTOMER SERVICE,NEUTRAL,2023-04-30,2025-10-06 22:12:55.118006,1,1289405880,879465791,1314821675
8246307,2013140214,39674723,3,The order was incorrect,CUSTOMER SERVICE,NEGATIVE,2024-05-14,2025-10-06 22:12:55.118006,1,1659940540,569313457,1220032137
368868,1113582397,53292177,5,Good selection of products,DELIVERY,POSITIVE,2023-12-17,2025-10-06 22:12:55.118006,1,193441766,1551584552,1120317195
8644322,1083928258,14705462,4,It was okay nothing special,PRODUCT QUALITY,NEUTRAL,2023-12-21,2025-10-06 22:12:55.118006,1,1293295563,952832918,136132106
431770,4906957374,30029998,4,Excellent quality will buy again,APP EXPERIENCE,POSITIVE,2023-09-16,2025-10-06 22:12:55.118006,1,752713638,1755644308,778631815
4301590,1876614122,97678578,3,The product met my expectations,DELIVERY,NEUTRAL,2023-08-23,2025-10-06 22:12:55.118006,1,1753622412,1692506215,572444466
4858394,6556180328,10562528,2,Product was damaged during delivery,DELIVERY,NEGATIVE,2024-06-03,2025-10-06 22:12:55.118006,1,154429546,661939356,1818531942
664713,7960553477,4356173,4,It was okay nothing special,CUSTOMER SERVICE,NEUTRAL,2024-02-24,2025-10-06 22:12:55.118006,1,634960484,1644988040,373306954
3359106,6335972517,18256339,4,Overall good experience thank you,APP EXPERIENCE,POSITIVE,2023-07-08,2025-10-06 22:12:55.118006,1,211504612,250877146,2074222522
9101724,6254948159,42615134,4,Nothing to complain about but nothing exceptional,APP EXPERIENCE,NEUTRAL,2023-10-16,2025-10-06 22:12:55.118006,1,442941991,1809043187,358127460
1527070,7527936057,63971358,2,I had a bad experience,APP EXPERIENCE,NEGATIVE,2023-12-10,2025-10-06 22:12:55.118006,1,908445912,2086514921,23682875
7488100,6257851675,65488134,4,Very happy with the service,DELIVERY,POSITIVE,2024-04-23,2025-10-06 22:12:55.118006,1,991949019,1400658925,1992676768
9371226,6832610950,77811864,1,Delivery was late and I was unhappy,CUSTOMER SERVICE,NEGATIVE,2023-09-01,2025-10-06 22:12:55.118006,1,138048899,1973590359,519803488
5360361,5085005195,2684440,4,Items were in perfect condition,DELIVERY,POSITIVE,2024-03-05,2025-10-06 22:12:55.118006,1,1452811523,67551859,213679509
3907325,2177207547,92245432,4,Customer service was very helpful,PRODUCT QUALITY,POSITIVE,2024-02-09,2025-10-06 22:12:55.118006,1,1197751543,763361988,1465151832
3539036,3043364543,21597477,4,It was okay nothing special,DELIVERY,NEUTRAL,2023-07-25,2025-10-06 22:12:55.118006,1,1650371626,1052340862,631703632
4050948,2823404098,81377917,3,It was okay nothing special,DELIVERY,NEUTRAL,2024-03-03,2025-10-06 22:12:55.118006,1,1612469017,1127142200,2050225340
1482144,646676955,93018527,4,Customer service was very helpful,CUSTOMER SERVICE,POSITIVE,2023-11-09,2025-10-06 22:12:55.118006,1,385031241,650782830,900500712
5410910,5756607486,27709218,4,Items were in perfect condition,DELIVERY,POSITIVE,2023-10-22,2025-10-06 22:12:55.118006,1,764644259,1460569879,334190469
8712624,9373691795,87463923,3,Taste was not as expected,CUSTOMER SERVICE,NEGATIVE,2024-03-23,2025-10-06 22:12:55.118006,1,129263584,1662383796,211120382
152857,2611601543,61753272,5,Will definitely order again,PRODUCT QUALITY,POSITIVE,2023-07-23,2025-10-06 22:12:55.118006,1,1167421577,340831006,904402058
8810490,1491360686,90649019,5,Will definitely order again,APP EXPERIENCE,POSITIVE,2023-03-21,2025-10-06 22:12:55.118006,1,689742037,1976836378,1224931721
5996564,1824533423,2233446,4,Very happy with the service,DELIVERY,POSITIVE,2023-05-21,2025-10-06 22:12:55.118006,1,1332449014,1341196391,610589396
5200721,2913841018,46675763,3,Delivery was fine but the product could be better,APP EXPERIENCE,NEUTRAL,2023-11-26,2025-10-06 22:12:55.118006,1,1497941826,344684921,1761535701
6206688,3141803761,34787383,1,Delivery was late and I was unhappy,APP EXPERIENCE,NEGATIVE,2023-10-09,2025-10-06 22:12:55.118006,1,658463197,2064246496,529340966
5893926,6184484468,40275138,4,Very fresh and wellpackaged,DELIVERY,POSITIVE,2024-10-14,2025-10-06 22:12:55.118006,1,534737680,6254826,486057413
1951970,4599327740,77862447,2,The packaging was poor,APP EXPERIENCE,NEGATIVE,2023-08-25,2025-10-06 22:12:55.118006,1,270969146,1967809767,224905469
6417467,7479207574,64846124,5,Items were in perfect condition,CUSTOMER SERVICE,POSITIVE,2024-04-03,2025-10-06 22:12:55.118006,1,1277295104,907080802,1683920953
6344921,2996133401,83964902,4,It was okay nothing special,CUSTOMER SERVICE,NEUTRAL,2024-04-14,2025-10-06 22:12:55.118006,1,1696563444,988425782,665319934
9105016,5972410040,19179897,3,Nothing to complain about but nothing exceptional,APP EXPERIENCE,NEUTRAL,2024-08-11,2025-10-06 22:12:55.118006,1,1833629145,992078451,2102814580
8394978,4007593324,68703613,2,I had a bad experience,CUSTOMER SERVICE,NEGATIVE,2024-06-21,2025-10-06 22:12:55.118006,1,199699105,2098246629,937903214
7503786,3428454405,93018527,2,The packaging was poor,CUSTOMER SERVICE,NEGATIVE,2023-08-13,2025-10-06 22:12:55.118006,1,1450131042,1148726043,900500712
5294166,1160646195,5700842,2,Customer service was not helpful,CUSTOMER SERVICE,NEGATIVE,2023-04-24,2025-10-06 22:12:55.118006,1,2006717677,496570179,535870014
4933025,4376524554,72576730,3,Nothing to complain about but nothing exceptional,CUSTOMER SERVICE,NEUTRAL,2023-03-16,2025-10-06 22:12:55.118006,1,2117454310,139556157,862931707
8666461,1519072771,70615775,4,It was okay nothing special,DELIVERY,NEUTRAL,2024-08-01,2025-10-06 22:12:55.118006,1,1510621396,243069338,1420452515
4411189,8203685394,40192266,5,Great prices and fast delivery,CUSTOMER SERVICE,POSITIVE,2024-02-23,2025-10-06 22:12:55.118006,1,251437793,1727217644,1707989172
8338096,7906789850,32006907,1,Product was damaged during delivery,CUSTOMER SERVICE,NEGATIVE,2024-10-08,2025-10-06 22:12:55.118006,1,260862548,1907586364,1522347751
2576772,8073770046,87943214,5,Very fresh and wellpackaged,APP EXPERIENCE,POSITIVE,2024-05-14,2025-10-06 22:12:55.118006,1,1347245009,211303664,1703207975
9783357,5190202949,40727086,4,Nothing to complain about but nothing exceptional,APP EXPERIENCE,NEUTRAL,2023-09-09,2025-10-06 22:12:55.118006,1,276930674,1686160586,72312671
3189037,8542325207,9573071,1,I had a bad experience,PRODUCT QUALITY,NEGATIVE,2024-07-17,2025-10-06 22:12:55.118006,1,2077091630,1082579238,1753213356
1014933,7566730050,39153585,4,Will definitely order again,DELIVERY,POSITIVE,2023-05-14,2025-10-06 22:12:55.118006,1,147600363,1952293228,892568218
7831309,176509722,65221572,3,Average experience could improve,APP EXPERIENCE,NEUTRAL,2023-10-16,2025-10-06 22:12:55.118006,1,1133756258,961383269,1642417985
2930645,1894603222,21697638,3,It was okay nothing special,CUSTOMER SERVICE,NEUTRAL,2023-10-16,2025-10-06 22:12:55.118006,1,1905778626,201270529,77131905
3295542,2694800415,36675827,1,Items were missing from my order,DELIVERY,NEGATIVE,2024-04-04,2025-10-06 22:12:55.118006,1,1840906919,917549805,125732049
3697985,5879390688,77869660,4,Excellent quality will buy again,DELIVERY,POSITIVE,2023-09-07,2025-10-06 22:12:55.118006,1,1465648753,187456505,181623472
5094022,1197715978,625395,4,Great prices and fast delivery,APP EXPERIENCE,POSITIVE,2023-11-12,2025-10-06 22:12:55.118006,1,1504048179,767600317,1679837380
2244526,7790696031,34580200,4,Customer service was very helpful,DELIVERY,POSITIVE,2023-05-12,2025-10-06 22:12:55.118006,1,2073993714,1692031125,396491896
2554640,2189360099,68714053,3,The order was incorrect,APP EXPERIENCE,NEGATIVE,2023-08-19,2025-10-06 22:12:55.118006,1,728914108,436563607,1860583590
8388648,3542041943,55007963,5,Items were in perfect condition,APP EXPERIENCE,POSITIVE,2024-09-06,2025-10-06 22:12:55.118006,1,595130956,261792584,480869473
4530836,9202469009,37362180,5,Very fresh and wellpackaged,DELIVERY,POSITIVE,2023-11-13,2025-10-06 22:12:55.118006,1,817937444,1635739828,903364431
9766944,3985829990,81808190,4,Items were in perfect condition,CUSTOMER SERVICE,POSITIVE,2024-07-19,2025-10-06 22:12:55.118006,1,1209327114,285192418,1242479010
2379314,4341872315,71755645,1,I had a bad experience,DELIVERY,NEGATIVE,2023-11-03,2025-10-06 22:12:55.118006,1,64507391,510774338,202031541
4321551,4748123248,24144240,4,Nothing to complain about but nothing exceptional,DELIVERY,NEUTRAL,2023-08-01,2025-10-06 22:12:55.118006,1,1780446760,717596951,869448022
3859387,99905061,47590944,3,The order was incorrect,PRODUCT QUALITY,NEGATIVE,2023-11-16,2025-10-06 22:12:55.118006,1,478805828,1033704365,1171674534
9394914,9118004489,37288781,3,Nothing to complain about but nothing exceptional,APP EXPERIENCE,NEUTRAL,2024-02-02,2025-10-06 22:12:55.118006,1,895404245,867600389,1755306172
7557581,1696936610,25795941,5,Good selection of products,CUSTOMER SERVICE,POSITIVE,2023-09-13,2025-10-06 22:12:55.118006,1,1999553550,1187026039,1252239171
4338034,155669553,88779806,4,Excellent quality will buy again,DELIVERY,POSITIVE,2023-04-06,2025-10-06 22:12:55.118006,1,884088896,338842054,2074091669
6405074,2885541999,40275138,3,Delivery was fine but the product could be better,DELIVERY,NEUTRAL,2023-09-13,2025-10-06 22:12:55.118006,1,1175015689,633643980,486057413
5118869,2846340681,77085443,3,I had a bad experience,APP EXPERIENCE,NEGATIVE,2023-06-08,2025-10-06 22:12:55.118006,1,1955018384,1649170916,1010785052
2302167,963715332,21948041,4,Nothing to complain about but nothing exceptional,CUSTOMER SERVICE,NEUTRAL,2024-07-18,2025-10-06 22:12:55.118006,1,1302126872,1810077724,1452109640
3929456,2807634451,84986716,3,The product met my expectations,APP EXPERIENCE,NEUTRAL,2024-03-15,2025-10-06 22:12:55.118006,1,1149739639,2059450906,348651950
2836853,3046341241,82286725,4,Great prices and fast delivery,PRODUCT QUALITY,POSITIVE,2023-10-03,2025-10-06 22:12:55.118006,1,1832177245,1869480507,972909378
2093186,485687952,8228843,3,Delivery was late and I was unhappy,PRODUCT QUALITY,NEGATIVE,2023-03-26,2025-10-06 22:12:55.118006,1,133538631,706132509,2038917450
5189587,7660904370,30455484,4,Very happy with the service,APP EXPERIENCE,POSITIVE,2024-05-09,2025-10-06 22:12:55.118006,1,818153066,1434992337,1802151148
6073546,9753033954,83577942,5,Items were in perfect condition,CUSTOMER SERVICE,POSITIVE,2023-07-02,2025-10-06 22:12:55.118006,1,2132982761,90970993,1388859050
6258873,9509887699,23448955,5,Customer service was very helpful,DELIVERY,POSITIVE,2024-01-13,2025-10-06 22:12:55.118006,1,1777074947,1942287771,385465068
1858190,1054122071,97557157,2,Very disappointed with the quality,DELIVERY,NEGATIVE,2023-11-22,2025-10-06 22:12:55.118006,1,351588368,14227215,1300923789
9033997,9135272808,21701991,3,Delivery was fine but the product could be better,APP EXPERIENCE,NEUTRAL,2024-03-01,2025-10-06 22:12:55.118006,1,210151911,501562506,904842182
5390765,597447215,39957741,4,Nothing to complain about but nothing exceptional,CUSTOMER SERVICE,NEUTRAL,2024-09-04,2025-10-06 22:12:55.118006,1,226756012,939347100,1831481840
7518371,5562099656,3872421,1,The order was incorrect,APP EXPERIENCE,NEGATIVE,2024-06-12,2025-10-06 22:12:55.118006,1,389939325,2127827771,1618474881
7693641,4122736828,47590944,3,The product met my expectations,DELIVERY,NEUTRAL,2024-07-02,2025-10-06 22:12:55.118006,1,1389542366,797467234,1171674534
9979648,7238138072,32929817,1,I had a bad experience,PRODUCT QUALITY,NEGATIVE,2024-08-26,2025-10-06 22:12:55.118006,1,714295805,461673446,489266074
6642426,6244736404,8791577,4,Great prices and fast delivery,APP EXPERIENCE,POSITIVE,2024-08-19,2025-10-06 22:12:55.118006,1,1864014063,105843989,1620001912
1322588,1297341963,70230254,3,Delivery was fine but the product could be better,PRODUCT QUALITY,NEUTRAL,2024-07-28,2025-10-06 22:12:55.118006,1,1967134194,970316856,82519640
4704197,3842442278,89223620,2,I had a bad experience,APP EXPERIENCE,NEGATIVE,2024-10-27,2025-10-06 22:12:55.118006,1,301759545,1017880093,895259690
3164637,9576684860,9347990,5,Great prices and fast delivery,DELIVERY,POSITIVE,2023-04-28,2025-10-06 22:12:55.118006,1,193124276,112854258,171945159
5393889,1592757566,78903046,4,The product met my expectations,APP EXPERIENCE,NEUTRAL,2024-07-17,2025-10-06 22:12:55.118006,1,1760503830,2129283008,1661466368
7087910,5060677329,68219091,3,Not worth the price I paid,DELIVERY,NEGATIVE,2024-03-29,2025-10-06 22:12:55.118006,1,1654741120,975537854,1428997271
7638910,2241930006,66943324,1,The order was incorrect,CUSTOMER SERVICE,NEGATIVE,2023-11-05,2025-10-06 22:12:55.118006,1,1944363498,751897221,213356797
8014010,3246505078,45481936,4,Good selection of products,CUSTOMER SERVICE,POSITIVE,2024-08-15,2025-10-06 22:12:55.118006,1,1409065165,1768404477,1249320933
4506732,5870152806,376144,4,Overall good experience thank you,PRODUCT QUALITY,POSITIVE,2024-03-23,2025-10-06 22:12:55.118006,1,652457825,1505550146,867906228
2676781,8919999754,8395610,4,It was okay nothing special,CUSTOMER SERVICE,NEUTRAL,2023-12-07,2025-10-06 22:12:55.118006,1,489774362,584662499,1009691395
707024,1080338783,1601161,5,Very happy with the service,APP EXPERIENCE,POSITIVE,2023-07-21,2025-10-06 22:12:55.118006,1,973086012,1702671582,547252421
100920,4641905606,40667183,3,The order was incorrect,DELIVERY,NEGATIVE,2024-09-18,2025-10-06 22:12:55.118006,1,1048593071,1389322939,1045678341
3267226,9456413999,32019725,4,Customer service was very helpful,CUSTOMER SERVICE,POSITIVE,2023-08-26,2025-10-06 22:12:55.118006,1,1053419957,1523893242,788443271
1280415,4764056827,8025622,5,Will definitely order again,DELIVERY,POSITIVE,2024-07-19,2025-10-06 22:12:55.118006,1,164829079,1426731085,481073136
7534424,5168057633,45477575,5,Good selection of products,APP EXPERIENCE,POSITIVE,2024-07-11,2025-10-06 22:12:55.118006,1,461110165,1314476575,777952610
9465640,1442559656,85074810,1,Not worth the price I paid,PRODUCT QUALITY,NEGATIVE,2023-05-10,2025-10-06 22:12:55.118006,1,418726254,2074221204,457164286
208094,6590257283,2058037,3,It was okay nothing special,PRODUCT QUALITY,NEUTRAL,2023-10-02,2025-10-06 22:12:55.118006,1,1782423511,1338990354,483153813
1712363,3429671763,21481338,4,Nothing to complain about but nothing exceptional,DELIVERY,NEUTRAL,2024-03-26,2025-10-06 22:12:55.118006,1,643112240,1872204639,523293844
4533038,4750086089,97259564,3,Nothing to complain about but nothing exceptional,PRODUCT QUALITY,NEUTRAL,2023-08-16,2025-10-06 22:12:55.118006,1,189314325,2075376397,2046714661
6503213,3204128006,62323608,5,Highly recommended,PRODUCT QUALITY,POSITIVE,2023-11-22,2025-10-06 22:12:55.118006,1,275865146,203419046,706983164
3773206,3171917027,55936462,1,The packaging was poor,APP EXPERIENCE,NEGATIVE,2024-03-31,2025-10-06 22:12:55.118006,1,2117683327,1581235259,1105840554
7239225,8814047085,68475914,1,Very disappointed with the quality,APP EXPERIENCE,NEGATIVE,2023-04-10,2025-10-06 22:12:55.118006,1,1394776252,1872610632,720265469
3992027,1889723479,5754255,3,Average experience could improve,PRODUCT QUALITY,NEUTRAL,2024-06-24,2025-10-06 22:12:55.118006,1,82442901,1102059819,630334306
8608633,942025494,62679120,4,Very happy with the service,CUSTOMER SERVICE,POSITIVE,2024-03-02,2025-10-06 22:12:55.118006,1,114136550,669951160,1479271330
8499058,4104444500,57526322,5,Very happy with the service,APP EXPERIENCE,POSITIVE,2024-10-13,2025-10-06 22:12:55.118006,1,1916203865,387018935,410620683
7695538,7562260313,13871547,2,Not worth the price I paid,DELIVERY,NEGATIVE,2024-03-23,2025-10-06 22:12:55.118006,1,201248338,571048959,1901395158
6848727,7140244766,86067293,4,Customer service was very helpful,APP EXPERIENCE,POSITIVE,2023-08-06,2025-10-06 22:12:55.118006,1,523181843,492417081,823225817
7874507,7967974077,45066676,4,It was okay nothing special,CUSTOMER SERVICE,NEUTRAL,2024-07-06,2025-10-06 22:12:55.118006,1,1259585702,1152750536,1174790784
7897801,7456822422,81822935,4,Average experience could improve,CUSTOMER SERVICE,NEUTRAL,2023-12-08,2025-10-06 22:12:55.118006,1,2043162609,16130909,1532330270
3955477,4813468096,34668988,3,It was okay nothing special,CUSTOMER SERVICE,NEUTRAL,2024-02-10,2025-10-06 22:12:55.118006,1,1864823110,1475069543,834774524
8361895,8618576020,15484407,5,Great prices and fast delivery,PRODUCT QUALITY,POSITIVE,2024-01-18,2025-10-06 22:12:55.118006,1,10284402,769611849,750241990
8998981,3727646442,12077371,2,Product was damaged during delivery,APP EXPERIENCE,NEGATIVE,2023-07-21,2025-10-06 22:12:55.118006,1,858083500,2133622730,361875027
8658242,9208156337,39959491,2,Delivery was late and I was unhappy,CUSTOMER SERVICE,NEGATIVE,2024-09-23,2025-10-06 22:12:55.118006,1,1417726901,1386421747,1442665579
6830287,8328118787,14839726,5,Customer service was very helpful,APP EXPERIENCE,POSITIVE,2023-05-14,2025-10-06 22:12:55.118006,1,1219241985,545978026,884552374
3971008,580528836,91550885,4,The product met my expectations,PRODUCT QUALITY,NEUTRAL,2023-10-20,2025-10-06 22:12:55.118006,1,705177212,1120032668,348066260
2149421,3350662630,60620291,1,Taste was not as expected,PRODUCT QUALITY,NEGATIVE,2023-07-03,2025-10-06 22:12:55.118006,1,852381819,1290793173,1547105972
7486824,6716381725,19682060,4,It was okay nothing special,PRODUCT QUALITY,NEUTRAL,2023-05-05,2025-10-06 22:12:55.118006,1,724136611,10516106,98766873
5794134,2249567137,20298398,2,Customer service was not helpful,CUSTOMER SERVICE,NEGATIVE,2024-04-06,2025-10-06 22:12:55.118006,1,1453818439,1074961000,1289957145
428746,7484465509,73393269,1,The packaging was poor,CUSTOMER SERVICE,NEGATIVE,2024-09-27,2025-10-06 22:12:55.118006,1,56348232,236113050,291336901
9959366,2577208156,86995126,3,Product was damaged during delivery,PRODUCT QUALITY,NEGATIVE,2024-10-08,2025-10-06 22:12:55.118006,1,601892874,35204802,1026992254
1047169,3321905621,37759707,2,Taste was not as expected,PRODUCT QUALITY,NEGATIVE,2024-10-19,2025-10-06 22:12:55.118006,1,1306388053,565803183,1512054908
3666835,6686839282,71615827,3,Delivery was late and I was unhappy,CUSTOMER SERVICE,NEGATIVE,2023-07-24,2025-10-06 22:12:55.118006,1,1248910215,1944108851,1637441306
4528424,5095558661,70220141,1,Delivery was late and I was unhappy,PRODUCT QUALITY,NEGATIVE,2023-05-06,2025-10-06 22:12:55.118006,1,1111124807,2026302869,956172866
1661576,112658009,35144658,3,Nothing to complain about but nothing exceptional,APP EXPERIENCE,NEUTRAL,2023-07-11,2025-10-06 22:12:55.118006,1,1414781673,536602687,10783047
3214742,1343610513,18113428,1,Items were missing from my order,CUSTOMER SERVICE,NEGATIVE,2023-07-17,2025-10-06 22:12:55.118006,1,939537523,140891705,1576009804
9348855,7190610535,59094034,3,It was okay nothing special,DELIVERY,NEUTRAL,2024-03-22,2025-10-06 22:12:55.118006,1,1488393318,88595497,1587788613
1880170,5069426001,31940833,3,Average experience could improve,DELIVERY,NEUTRAL,2024-01-13,2025-10-06 22:12:55.118006,1,802381758,901552594,132497227
4822708,5655369002,19091057,2,Product was damaged during delivery,DELIVERY,NEGATIVE,2023-08-25,2025-10-06 22:12:55.118006,1,1818187736,1312342593,2038670515
2640301,5761530160,84824280,3,Delivery was fine but the product could be better,DELIVERY,NEUTRAL,2024-02-23,2025-10-06 22:12:55.118006,1,486227397,1933346525,850443596
5886463,4772519706,17106161,4,Excellent quality will buy again,PRODUCT QUALITY,POSITIVE,2023-03-28,2025-10-06 22:12:55.118006,1,712485496,1245332774,548403547
198798,8209051735,69416782,3,Delivery was fine but the product could be better,CUSTOMER SERVICE,NEUTRAL,2024-02-13,2025-10-06 22:12:55.118006,1,335315901,1453714202,735139990
6189650,4870391666,80935110,4,Very happy with the service,APP EXPERIENCE,POSITIVE,2024-03-23,2025-10-06 22:12:55.118006,1,835732547,1231883696,83267256
6113964,7777975083,92098757,4,Very fresh and wellpackaged,DELIVERY,POSITIVE,2024-06-24,2025-10-06 22:12:55.118006,1,462553321,740291792,1873978877
990607,8713948756,65514005,4,Average experience could improve,PRODUCT QUALITY,NEUTRAL,2023-11-16,2025-10-06 22:12:55.118006,1,325548988,540601342,1169147010
3349831,6191050157,90021871,4,Average experience could improve,PRODUCT QUALITY,NEUTRAL,2023-05-11,2025-10-06 22:12:55.118006,1,187626476,100519623,2022360944
4202073,4060449266,1771249,5,Good selection of products,CUSTOMER SERVICE,POSITIVE,2024-03-09,2025-10-06 22:12:55.118006,1,880978862,698684764,189422528
4356181,5657605506,63402854,3,The packaging was poor,PRODUCT QUALITY,NEGATIVE,2024-05-30,2025-10-06 22:12:55.118006,1,756230060,4266325,1532832373
5935254,8851743592,70608515,4,Average experience could improve,PRODUCT QUALITY,NEUTRAL,2024-02-13,2025-10-06 22:12:55.118006,1,1894511597,1117844588,1572984767
7700843,4689717606,91791128,4,Average experience could improve,DELIVERY,NEUTRAL,2023-07-05,2025-10-06 22:12:55.118006,1,1427267842,946754610,957761863
1919314,2860246948,8791577,3,It was okay nothing special,PRODUCT QUALITY,NEUTRAL,2024-09-25,2025-10-06 22:12:55.118006,1,1205294786,2044200864,1620001912
4463843,2875550803,40387944,1,Delivery was late and I was unhappy,APP EXPERIENCE,NEGATIVE,2024-02-28,2025-10-06 22:12:55.118006,1,616544095,1079269580,1000548784
